stem,source,split,has_debris
G7_000756,g7,train,0
G7_006814,g7,train,0
G7_003870,g7,train,0
G7_005515,g7,train,0
G7_005137,g7,train,0
G7_004874,g7,train,0
G7_000600,g7,train,0
G7_001924,g7,train,0
G7_002173,g7,train,0
G7_001411,g7,train,0
G7_005480,g7,train,0
G7_006251,g7,train,0
G7_001109,g7,train,0
G7_006156,g7,train,0
G7_002732,g7,train,0
G7_006519,g7,train,0
G7_006087,g7,train,0
G7_004665,g7,train,0
G7_004478,g7,train,0
G7_002184,g7,train,0
G7_001742,g7,train,0
G7_003991,g7,train,0
G7_004075,g7,train,0
G7_000879,g7,train,0
G7_005338,g7,train,0
G7_002369,g7,train,0
G7_004204,g7,train,0
G7_002582,g7,train,0
G7_006070,g7,train,0
G7_006747,g7,train,0
G7_002779,g7,train,0
G7_005377,g7,train,0
G7_006843,g7,train,0
G7_002809,g7,train,0
G7_007144,g7,train,0
G7_004506,g7,train,0
G7_003913,g7,train,0
G7_003985,g7,train,0
G7_000704,g7,train,0
G7_002436,g7,train,0
G7_001960,g7,train,0
G7_001680,g7,train,0
G7_001184,g7,train,0
G7_004263,g7,train,0
G7_006816,g7,train,0
G7_001058,g7,train,0
G7_001080,g7,train,0
G7_002606,g7,train,0
G7_007207,g7,train,0
G7_003623,g7,train,0
G7_002417,g7,train,0
G7_003145,g7,train,0
G7_005647,g7,train,0
G7_001606,g7,train,0
G7_002195,g7,train,0
G7_003216,g7,train,0
G7_000846,g7,train,0
G7_005558,g7,train,0
G7_003709,g7,train,0
G7_002854,g7,train,0
G7_001957,g7,train,0
G7_006997,g7,train,0
G7_005397,g7,train,0
G7_000602,g7,train,0
G7_001508,g7,train,0
G7_006089,g7,train,0
G7_003398,g7,train,0
G7_003688,g7,train,0
G7_002265,g7,train,0
G7_003675,g7,train,0
G7_001130,g7,train,0
G7_004646,g7,train,0
G7_001340,g7,train,0
G7_000315,g7,train,0
G7_004939,g7,train,0
G7_001845,g7,train,0
G7_006683,g7,train,0
G7_001351,g7,train,0
G7_000318,g7,train,0
G7_005027,g7,train,0
G7_004601,g7,train,0
G7_002179,g7,train,0
G7_005672,g7,train,0
G7_003357,g7,train,0
G7_005355,g7,train,0
G7_002875,g7,train,0
G7_002897,g7,train,0
G7_006012,g7,train,0
G7_002764,g7,train,0
G7_004367,g7,train,0
G7_003848,g7,train,0
G7_000884,g7,train,0
G7_001208,g7,train,0
G7_006137,g7,train,0
G7_006069,g7,train,0
G7_001607,g7,train,0
G7_004062,g7,train,0
G7_003155,g7,train,0
G7_002224,g7,train,0
G7_003775,g7,train,0
G7_005193,g7,train,0
G7_002104,g7,train,0
G7_003112,g7,train,0
G7_000268,g7,train,0
G7_005371,g7,train,0
G7_002666,g7,train,0
G7_004653,g7,train,0
G7_003585,g7,train,0
G7_005024,g7,train,0
G7_000227,g7,train,0
G7_004392,g7,train,0
G7_001037,g7,train,0
G7_002517,g7,train,0
G7_004866,g7,train,0
G7_006127,g7,train,0
G7_000520,g7,train,0
G7_006332,g7,train,0
G7_005421,g7,train,0
G7_003395,g7,train,0
G7_000945,g7,train,0
G7_003999,g7,train,0
G7_006178,g7,train,0
G7_003875,g7,train,0
G7_001241,g7,train,0
G7_005706,g7,train,0
G7_004498,g7,train,0
G7_003986,g7,train,0
G7_000313,g7,train,0
G7_005661,g7,train,0
G7_000366,g7,train,0
G7_002547,g7,train,0
G7_006180,g7,train,0
G7_004846,g7,train,0
G7_004709,g7,train,0
G7_005278,g7,train,0
G7_003738,g7,train,0
G7_003473,g7,train,0
G7_005663,g7,train,0
G7_003030,g7,train,0
G7_003576,g7,train,0
G7_000580,g7,train,0
G7_003826,g7,train,0
G7_001258,g7,train,0
G7_003593,g7,train,0
G7_003781,g7,train,0
G7_000230,g7,train,0
G7_000967,g7,train,0
G7_002017,g7,train,0
G7_003257,g7,train,0
G7_005287,g7,train,0
G7_002878,g7,train,0
G7_006203,g7,train,0
G7_003662,g7,train,0
G7_006598,g7,train,0
G7_005388,g7,train,0
G7_004637,g7,train,0
G7_003981,g7,train,0
G7_001712,g7,train,0
G7_005240,g7,train,0
G7_001848,g7,train,0
G7_006357,g7,train,0
G7_005498,g7,train,0
G7_002748,g7,train,0
G7_004764,g7,train,0
G7_005281,g7,train,0
G7_002350,g7,train,0
G7_000482,g7,train,0
G7_002869,g7,train,0
G7_006881,g7,train,0
G7_002604,g7,train,0
G7_001471,g7,train,0
G7_005501,g7,train,0
G7_000538,g7,train,0
G7_005490,g7,train,0
G7_001548,g7,train,0
G7_006766,g7,train,0
G7_003218,g7,train,0
G7_001585,g7,train,0
G7_005696,g7,train,0
G7_006923,g7,train,0
G7_005910,g7,train,0
G7_006191,g7,train,0
G7_000957,g7,train,0
G7_005006,g7,train,0
G7_003634,g7,train,0
G7_005587,g7,train,0
G7_003636,g7,train,0
G7_003291,g7,train,0
G7_006193,g7,train,0
G7_000635,g7,train,0
G7_005170,g7,train,0
G7_000742,g7,train,0
G7_003828,g7,train,0
G7_002307,g7,train,0
G7_005699,g7,train,0
G7_004805,g7,train,0
G7_004120,g7,train,0
G7_004357,g7,train,0
G7_000825,g7,train,0
G7_005264,g7,train,0
G7_003169,g7,train,0
G7_006046,g7,train,0
G7_004529,g7,train,0
G7_003222,g7,train,0
G7_005423,g7,train,0
G7_006380,g7,train,0
G7_002250,g7,train,0
G7_001677,g7,train,0
G7_001101,g7,train,0
G7_003133,g7,train,0
G7_005008,g7,train,0
G7_001586,g7,train,0
G7_000166,g7,train,0
G7_003515,g7,train,0
G7_000384,g7,train,0
G7_006483,g7,train,0
G7_002741,g7,train,0
G7_005743,g7,train,0
G7_004642,g7,train,0
G7_002587,g7,train,0
G7_005659,g7,train,0
G7_006572,g7,train,0
G7_004565,g7,train,0
G7_005666,g7,train,0
G7_001273,g7,train,0
G7_001383,g7,train,0
G7_004559,g7,train,0
G7_000319,g7,train,0
G7_000820,g7,train,0
G7_001111,g7,train,0
G7_005050,g7,train,0
G7_004068,g7,train,0
G7_000200,g7,train,0
G7_007170,g7,train,0
G7_000068,g7,train,0
G7_000488,g7,train,0
G7_004213,g7,train,0
G7_003943,g7,train,0
G7_002011,g7,train,0
G7_001538,g7,train,0
G7_001656,g7,train,0
G7_002909,g7,train,0
G7_005775,g7,train,0
G7_003658,g7,train,0
G7_004996,g7,train,0
G7_002160,g7,train,0
G7_003447,g7,train,0
G7_003451,g7,train,0
G7_002200,g7,train,0
G7_001147,g7,train,0
G7_003915,g7,train,0
G7_001009,g7,train,0
G7_004772,g7,train,0
G7_000776,g7,train,0
G7_003706,g7,train,0
G7_002433,g7,train,0
G7_004596,g7,train,0
G7_005905,g7,train,0
G7_005536,g7,train,0
G7_004285,g7,train,0
G7_001166,g7,train,0
G7_006511,g7,train,0
G7_003698,g7,train,0
G7_003460,g7,train,0
G7_000530,g7,train,0
G7_001382,g7,train,0
G7_002457,g7,train,0
G7_003581,g7,train,0
G7_005079,g7,train,0
G7_001392,g7,train,0
G7_005807,g7,train,0
G7_000927,g7,train,0
G7_006917,g7,train,0
G7_001553,g7,train,0
G7_000437,g7,train,0
G7_006461,g7,train,0
G7_007045,g7,train,0
G7_005967,g7,train,0
G7_005557,g7,train,0
G7_006996,g7,train,0
G7_001901,g7,train,0
G7_001402,g7,train,0
G7_006197,g7,train,0
G7_006693,g7,train,0
G7_001254,g7,train,0
G7_003734,g7,train,0
G7_002747,g7,train,0
G7_000851,g7,train,0
G7_004164,g7,train,0
G7_000388,g7,train,0
G7_002029,g7,train,0
G7_004190,g7,train,0
G7_005725,g7,train,0
G7_006124,g7,train,0
G7_003955,g7,train,0
G7_006964,g7,train,0
G7_002910,g7,train,0
G7_001035,g7,train,0
G7_001461,g7,train,0
G7_001235,g7,train,0
G7_003567,g7,train,0
G7_005470,g7,train,0
G7_005750,g7,train,0
G7_007105,g7,train,0
G7_002879,g7,train,0
G7_000765,g7,train,0
G7_000872,g7,train,0
G7_006071,g7,train,0
G7_006393,g7,train,0
G7_006910,g7,train,0
G7_002060,g7,train,0
G7_003785,g7,train,0
G7_004386,g7,train,0
G7_002836,g7,train,0
G7_001439,g7,train,0
G7_003702,g7,train,0
G7_001225,g7,train,0
G7_000994,g7,train,0
G7_003328,g7,train,0
G7_002846,g7,train,0
G7_002639,g7,train,0
G7_005017,g7,train,0
G7_002128,g7,train,0
G7_001759,g7,train,0
G7_003564,g7,train,0
G7_005425,g7,train,0
G7_000508,g7,train,0
G7_005973,g7,train,0
G7_002790,g7,train,0
G7_005179,g7,train,0
G7_003031,g7,train,0
G7_001524,g7,train,0
G7_000594,g7,train,0
G7_002858,g7,train,0
G7_002221,g7,train,0
G7_001714,g7,train,0
G7_003873,g7,train,0
G7_000263,g7,train,0
G7_000069,g7,train,0
G7_004479,g7,train,0
G7_006101,g7,train,0
G7_002027,g7,train,0
G7_006053,g7,train,0
G7_001514,g7,train,0
G7_007250,g7,train,0
G7_001307,g7,train,0
G7_007044,g7,train,0
G7_006995,g7,train,0
G7_002109,g7,train,0
G7_006317,g7,train,0
G7_006932,g7,train,0
G7_002866,g7,train,0
G7_005677,g7,train,0
G7_005824,g7,train,0
G7_003437,g7,train,0
G7_000926,g7,train,0
G7_003565,g7,train,0
G7_006006,g7,train,0
G7_003849,g7,train,0
G7_003330,g7,train,0
G7_005121,g7,train,0
G7_001332,g7,train,0
G7_007211,g7,train,0
G7_005028,g7,train,0
G7_004133,g7,train,0
G7_000703,g7,train,0
G7_006324,g7,train,0
G7_002406,g7,train,0
G7_006297,g7,train,0
G7_002576,g7,train,0
G7_006421,g7,train,0
G7_002084,g7,train,0
G7_004626,g7,train,0
G7_004716,g7,train,0
G7_001546,g7,train,0
G7_001619,g7,train,0
G7_005586,g7,train,0
G7_003984,g7,train,0
G7_006326,g7,train,0
G7_000423,g7,train,0
G7_003573,g7,train,0
G7_006566,g7,train,0
G7_007033,g7,train,0
G7_003076,g7,train,0
G7_005516,g7,train,0
G7_005274,g7,train,0
G7_004019,g7,train,0
G7_002936,g7,train,0
G7_000453,g7,train,0
G7_005846,g7,train,0
G7_003350,g7,train,0
G7_006208,g7,train,0
G7_004454,g7,train,0
G7_005572,g7,train,0
G7_005303,g7,train,0
G7_004305,g7,train,0
G7_004092,g7,train,0
G7_000770,g7,train,0
G7_007007,g7,train,0
G7_006593,g7,train,0
G7_007059,g7,train,0
G7_004777,g7,train,0
G7_000901,g7,train,0
G7_006965,g7,train,0
G7_003510,g7,train,0
G7_003067,g7,train,0
G7_001884,g7,train,0
G7_005931,g7,train,0
G7_002806,g7,train,0
G7_002039,g7,train,0
G7_007062,g7,train,0
G7_006655,g7,train,0
G7_005575,g7,train,0
G7_006494,g7,train,0
G7_001278,g7,train,0
G7_002636,g7,train,0
G7_006612,g7,train,0
G7_002439,g7,train,0
G7_004009,g7,train,0
G7_003901,g7,train,0
G7_000706,g7,train,0
G7_004148,g7,train,0
G7_007217,g7,train,0
G7_005217,g7,train,0
G7_002868,g7,train,0
G7_003306,g7,train,0
G7_003808,g7,train,0
G7_001188,g7,train,0
G7_007265,g7,train,0
G7_000608,g7,train,0
G7_001942,g7,train,0
G7_003324,g7,train,0
G7_006806,g7,train,0
G7_003920,g7,train,0
G7_001364,g7,train,0
G7_005945,g7,train,0
G7_003672,g7,train,0
G7_000464,g7,train,0
G7_003519,g7,train,0
G7_000353,g7,train,0
G7_006358,g7,train,0
G7_007080,g7,train,0
G7_001906,g7,train,0
G7_001186,g7,train,0
G7_002239,g7,train,0
G7_005248,g7,train,0
G7_000940,g7,train,0
G7_003846,g7,train,0
G7_004687,g7,train,0
G7_004619,g7,train,0
G7_000641,g7,train,0
G7_001860,g7,train,0
G7_003520,g7,train,0
G7_005033,g7,train,0
G7_002838,g7,train,0
G7_002190,g7,train,0
G7_006526,g7,train,0
G7_000572,g7,train,0
G7_000739,g7,train,0
G7_003486,g7,train,0
G7_006990,g7,train,0
G7_006077,g7,train,0
G7_007031,g7,train,0
G7_004631,g7,train,0
G7_004954,g7,train,0
G7_000690,g7,train,0
G7_000323,g7,train,0
G7_003355,g7,train,0
G7_005906,g7,train,0
G7_002548,g7,train,0
G7_006000,g7,train,0
G7_003192,g7,train,0
G7_001650,g7,train,0
G7_004557,g7,train,0
G7_001345,g7,train,0
G7_002473,g7,train,0
G7_007130,g7,train,0
G7_001440,g7,train,0
G7_002363,g7,train,0
G7_002449,g7,train,0
G7_002194,g7,train,0
G7_004031,g7,train,0
G7_002177,g7,train,0
G7_004950,g7,train,0
G7_003287,g7,train,0
G7_001543,g7,train,0
G7_006665,g7,train,0
G7_003974,g7,train,0
G7_004091,g7,train,0
G7_003176,g7,train,0
G7_006170,g7,train,0
G7_005854,g7,train,0
G7_006946,g7,train,0
G7_006911,g7,train,0
G7_002192,g7,train,0
G7_006769,g7,train,0
G7_000664,g7,train,0
G7_002847,g7,train,0
G7_006030,g7,train,0
G7_002042,g7,train,0
G7_000439,g7,train,0
G7_002148,g7,train,0
G7_000385,g7,train,0
G7_002594,g7,train,0
G7_000103,g7,train,0
G7_000390,g7,train,0
G7_000878,g7,train,0
G7_003975,g7,train,0
G7_001233,g7,train,0
G7_003470,g7,train,0
G7_003678,g7,train,0
G7_000709,g7,train,0
G7_003301,g7,train,0
G7_000717,g7,train,0
G7_003559,g7,train,0
G7_003718,g7,train,0
G7_007101,g7,train,0
G7_006015,g7,train,0
G7_000398,g7,train,0
G7_000481,g7,train,0
G7_002610,g7,train,0
G7_001492,g7,train,0
G7_002407,g7,train,0
G7_000148,g7,train,0
G7_007110,g7,train,0
G7_005754,g7,train,0
G7_000958,g7,train,0
G7_000165,g7,train,0
G7_006295,g7,train,0
G7_000351,g7,train,0
G7_003754,g7,train,0
G7_000696,g7,train,0
G7_002524,g7,train,0
G7_001252,g7,train,0
G7_006212,g7,train,0
G7_001490,g7,train,0
G7_003364,g7,train,0
G7_000097,g7,train,0
G7_004816,g7,train,0
G7_007008,g7,train,0
G7_001748,g7,train,0
G7_000051,g7,train,0
G7_001582,g7,train,0
G7_002446,g7,train,0
G7_006223,g7,train,0
G7_007112,g7,train,0
G7_002376,g7,train,0
G7_001918,g7,train,0
G7_000339,g7,train,0
G7_001521,g7,train,0
G7_006733,g7,train,0
G7_006415,g7,train,0
G7_001275,g7,train,0
G7_006891,g7,train,0
G7_003329,g7,train,0
G7_004393,g7,train,0
G7_006434,g7,train,0
G7_002402,g7,train,0
G7_003129,g7,train,0
G7_005205,g7,train,0
G7_004625,g7,train,0
G7_003574,g7,train,0
G7_005231,g7,train,0
G7_006460,g7,train,0
G7_003722,g7,train,0
G7_004003,g7,train,0
G7_000598,g7,train,0
G7_004161,g7,train,0
G7_003507,g7,train,0
G7_001875,g7,train,0
G7_006420,g7,train,0
G7_005579,g7,train,0
G7_004021,g7,train,0
G7_002845,g7,train,0
G7_005966,g7,train,0
G7_005509,g7,train,0
G7_006596,g7,train,0
G7_005286,g7,train,0
G7_003464,g7,train,0
G7_003411,g7,train,0
G7_003825,g7,train,0
G7_005942,g7,train,0
G7_004415,g7,train,0
G7_002097,g7,train,0
G7_002368,g7,train,0
G7_001657,g7,train,0
G7_000615,g7,train,0
G7_004453,g7,train,0
G7_000545,g7,train,0
G7_005553,g7,train,0
G7_006532,g7,train,0
G7_005978,g7,train,0
G7_007216,g7,train,0
G7_006503,g7,train,0
G7_002235,g7,train,0
G7_001574,g7,train,0
G7_005569,g7,train,0
G7_002292,g7,train,0
G7_003135,g7,train,0
G7_001165,g7,train,0
G7_004873,g7,train,0
G7_005879,g7,train,0
G7_006737,g7,train,0
G7_006376,g7,train,0
G7_001447,g7,train,0
G7_001996,g7,train,0
G7_003382,g7,train,0
G7_001335,g7,train,0
G7_004349,g7,train,0
G7_000981,g7,train,0
G7_001850,g7,train,0
G7_000325,g7,train,0
G7_006640,g7,train,0
G7_000544,g7,train,0
G7_002927,g7,train,0
G7_000672,g7,train,0
G7_000561,g7,train,0
G7_004070,g7,train,0
G7_005716,g7,train,0
G7_002101,g7,train,0
G7_001773,g7,train,0
G7_006558,g7,train,0
G7_004582,g7,train,0
G7_003505,g7,train,0
G7_005399,g7,train,0
G7_007090,g7,train,0
G7_002667,g7,train,0
G7_007020,g7,train,0
G7_000000,g7,train,0
G7_001628,g7,train,0
G7_005036,g7,train,0
G7_007232,g7,train,0
G7_005309,g7,train,0
G7_002844,g7,train,0
G7_005646,g7,train,0
G7_004540,g7,train,0
G7_000649,g7,train,0
G7_006700,g7,train,0
G7_003243,g7,train,0
G7_004606,g7,train,0
G7_006219,g7,train,0
G7_004477,g7,train,0
G7_005999,g7,train,0
G7_003512,g7,train,0
G7_002269,g7,train,0
G7_005002,g7,train,0
G7_001788,g7,train,0
G7_001127,g7,train,0
G7_004094,g7,train,0
G7_001698,g7,train,0
G7_003250,g7,train,0
G7_002808,g7,train,0
G7_005269,g7,train,0
G7_007181,g7,train,0
G7_005473,g7,train,0
G7_001056,g7,train,0
G7_004739,g7,train,0
G7_006018,g7,train,0
G7_005604,g7,train,0
G7_006818,g7,train,0
G7_005057,g7,train,0
G7_006735,g7,train,0
G7_004633,g7,train,0
G7_006138,g7,train,0
G7_004377,g7,train,0
G7_004745,g7,train,0
G7_006907,g7,train,0
G7_003050,g7,train,0
G7_000591,g7,train,0
G7_001700,g7,train,0
G7_006028,g7,train,0
G7_005164,g7,train,0
G7_003654,g7,train,0
G7_001693,g7,train,0
G7_003266,g7,train,0
G7_002615,g7,train,0
G7_006856,g7,train,0
G7_003032,g7,train,0
G7_000116,g7,train,0
G7_004770,g7,train,0
G7_001627,g7,train,0
G7_000045,g7,train,0
G7_004144,g7,train,0
G7_005961,g7,train,0
G7_002327,g7,train,0
G7_003723,g7,train,0
G7_003089,g7,train,0
G7_006265,g7,train,0
G7_001674,g7,train,0
G7_000829,g7,train,0
G7_003100,g7,train,0
G7_000028,g7,train,0
G7_006708,g7,train,0
G7_001120,g7,train,0
G7_004443,g7,train,0
G7_002675,g7,train,0
G7_000216,g7,train,0
G7_007027,g7,train,0
G7_006116,g7,train,0
G7_000463,g7,train,0
G7_005577,g7,train,0
G7_001834,g7,train,0
G7_006892,g7,train,0
G7_006217,g7,train,0
G7_006290,g7,train,0
G7_004095,g7,train,0
G7_000269,g7,train,0
G7_006335,g7,train,0
G7_004644,g7,train,0
G7_000688,g7,train,0
G7_002183,g7,train,0
G7_005127,g7,train,0
G7_002682,g7,train,0
G7_003399,g7,train,0
G7_006817,g7,train,0
G7_003579,g7,train,0
G7_006968,g7,train,0
G7_006045,g7,train,0
G7_003657,g7,train,0
G7_004419,g7,train,0
G7_001156,g7,train,0
G7_000722,g7,train,0
G7_006132,g7,train,0
G7_006198,g7,train,0
G7_005284,g7,train,0
G7_002496,g7,train,0
G7_003799,g7,train,0
G7_006160,g7,train,0
G7_006748,g7,train,0
G7_000343,g7,train,0
G7_004707,g7,train,0
G7_006091,g7,train,0
G7_002482,g7,train,0
G7_004474,g7,train,0
G7_000573,g7,train,0
G7_000685,g7,train,0
G7_004754,g7,train,0
G7_004682,g7,train,0
G7_005995,g7,train,0
G7_000871,g7,train,0
G7_005460,g7,train,0
G7_003205,g7,train,0
G7_005529,g7,train,0
G7_000866,g7,train,0
G7_006404,g7,train,0
G7_001040,g7,train,0
G7_005097,g7,train,0
G7_000009,g7,train,0
G7_004488,g7,train,0
G7_004691,g7,train,0
G7_000936,g7,train,0
G7_004333,g7,train,0
G7_006755,g7,train,0
G7_002164,g7,train,0
G7_005932,g7,train,0
G7_006356,g7,train,0
G7_005472,g7,train,0
G7_004370,g7,train,0
G7_000484,g7,train,0
G7_005613,g7,train,0
G7_001947,g7,train,0
G7_005507,g7,train,0
G7_001409,g7,train,0
G7_003456,g7,train,0
G7_006689,g7,train,0
G7_005644,g7,train,0
G7_003142,g7,train,0
G7_004608,g7,train,0
G7_003098,g7,train,0
G7_003931,g7,train,0
G7_005437,g7,train,0
G7_002425,g7,train,0
G7_006872,g7,train,0
G7_006901,g7,train,0
G7_003319,g7,train,0
G7_003548,g7,train,0
G7_002857,g7,train,0
G7_006506,g7,train,0
G7_002506,g7,train,0
G7_005228,g7,train,0
G7_004818,g7,train,0
G7_002125,g7,train,0
G7_004090,g7,train,0
G7_002253,g7,train,0
G7_003114,g7,train,0
G7_007255,g7,train,0
G7_003101,g7,train,0
G7_006661,g7,train,0
G7_004617,g7,train,0
G7_000273,g7,train,0
G7_005977,g7,train,0
G7_006140,g7,train,0
G7_003909,g7,train,0
G7_001251,g7,train,0
G7_006599,g7,train,0
G7_004314,g7,train,0
G7_001021,g7,train,0
G7_001253,g7,train,0
G7_000346,g7,train,0
G7_006337,g7,train,0
G7_006723,g7,train,0
G7_002944,g7,train,0
G7_004840,g7,train,0
G7_004007,g7,train,0
G7_002519,g7,train,0
G7_004080,g7,train,0
G7_003113,g7,train,0
G7_003704,g7,train,0
G7_006727,g7,train,0
G7_002677,g7,train,0
G7_007166,g7,train,0
G7_003082,g7,train,0
G7_005885,g7,train,0
G7_003272,g7,train,0
G7_002655,g7,train,0
G7_007040,g7,train,0
G7_000892,g7,train,0
G7_004963,g7,train,0
G7_004811,g7,train,0
G7_004713,g7,train,0
G7_002090,g7,train,0
G7_005686,g7,train,0
G7_001123,g7,train,0
G7_002669,g7,train,0
G7_005445,g7,train,0
G7_002837,g7,train,0
G7_007220,g7,train,0
G7_001236,g7,train,0
G7_001739,g7,train,0
G7_003897,g7,train,0
G7_000220,g7,train,0
G7_003298,g7,train,0
G7_001296,g7,train,0
G7_005216,g7,train,0
G7_000500,g7,train,0
G7_005709,g7,train,0
G7_000534,g7,train,0
G7_002132,g7,train,0
G7_000071,g7,train,0
G7_000407,g7,train,0
G7_000059,g7,train,0
G7_001797,g7,train,0
G7_005782,g7,train,0
G7_004861,g7,train,0
G7_003275,g7,train,0
G7_005581,g7,train,0
G7_004150,g7,train,0
G7_006072,g7,train,0
G7_000605,g7,train,0
G7_004241,g7,train,0
G7_007195,g7,train,0
G7_001959,g7,train,0
G7_004906,g7,train,0
G7_007142,g7,train,0
G7_005054,g7,train,0
G7_004903,g7,train,0
G7_004893,g7,train,0
G7_002887,g7,train,0
G7_006407,g7,train,0
G7_002605,g7,train,0
G7_006681,g7,train,0
G7_004731,g7,train,0
G7_005391,g7,train,0
G7_000023,g7,train,0
G7_006576,g7,train,0
G7_005964,g7,train,0
G7_006781,g7,train,0
G7_000387,g7,train,0
G7_005208,g7,train,0
G7_002052,g7,train,0
G7_006164,g7,train,0
G7_003481,g7,train,0
G7_006945,g7,train,0
G7_001777,g7,train,0
G7_000801,g7,train,0
G7_002351,g7,train,0
G7_006609,g7,train,0
G7_000468,g7,train,0
G7_004671,g7,train,0
G7_005039,g7,train,0
G7_004292,g7,train,0
G7_003729,g7,train,0
G7_003568,g7,train,0
G7_002048,g7,train,0
G7_007120,g7,train,0
G7_003700,g7,train,0
G7_001502,g7,train,0
G7_000195,g7,train,0
G7_003045,g7,train,0
G7_006767,g7,train,0
G7_005903,g7,train,0
G7_004530,g7,train,0
G7_000255,g7,train,0
G7_004823,g7,train,0
G7_006783,g7,train,0
G7_002092,g7,train,0
G7_006227,g7,train,0
G7_004084,g7,train,0
G7_007126,g7,train,0
G7_004571,g7,train,0
G7_004578,g7,train,0
G7_002294,g7,train,0
G7_005548,g7,train,0
G7_006450,g7,train,0
G7_006844,g7,train,0
G7_002851,g7,train,0
G7_000052,g7,train,0
G7_001669,g7,train,0
G7_001418,g7,train,0
G7_000707,g7,train,0
G7_006129,g7,train,0
G7_003570,g7,train,0
G7_002381,g7,train,0
G7_003766,g7,train,0
G7_001530,g7,train,0
G7_000099,g7,train,0
G7_001654,g7,train,0
G7_006221,g7,train,0
G7_006009,g7,train,0
G7_000797,g7,train,0
G7_004892,g7,train,0
G7_002919,g7,train,0
G7_001899,g7,train,0
G7_004171,g7,train,0
G7_004281,g7,train,0
G7_004634,g7,train,0
G7_002828,g7,train,0
G7_001660,g7,train,0
G7_005965,g7,train,0
G7_005455,g7,train,0
G7_006722,g7,train,0
G7_003334,g7,train,0
G7_002401,g7,train,0
G7_005778,g7,train,0
G7_005111,g7,train,0
G7_007270,g7,train,0
G7_001600,g7,train,0
G7_003610,g7,train,0
G7_002563,g7,train,0
G7_000150,g7,train,0
G7_001510,g7,train,0
G7_004699,g7,train,0
G7_005524,g7,train,0
G7_007116,g7,train,0
G7_002334,g7,train,0
G7_002248,g7,train,0
G7_005038,g7,train,0
G7_000900,g7,train,0
G7_002322,g7,train,0
G7_007292,g7,train,0
G7_001499,g7,train,0
G7_000677,g7,train,0
G7_000795,g7,train,0
G7_000924,g7,train,0
G7_003077,g7,train,0
G7_005528,g7,train,0
G7_004672,g7,train,0
G7_007146,g7,train,0
G7_002488,g7,train,0
G7_003518,g7,train,0
G7_000361,g7,train,0
G7_005897,g7,train,0
G7_007131,g7,train,0
G7_003122,g7,train,0
G7_001854,g7,train,0
G7_001260,g7,train,0
G7_000816,g7,train,0
G7_005776,g7,train,0
G7_005573,g7,train,0
G7_001279,g7,train,0
G7_004036,g7,train,0
G7_002777,g7,train,0
G7_001108,g7,train,0
G7_001257,g7,train,0
G7_005766,g7,train,0
G7_003074,g7,train,0
G7_001890,g7,train,0
G7_005109,g7,train,0
G7_001500,g7,train,0
G7_000431,g7,train,0
G7_001631,g7,train,0
G7_003265,g7,train,0
G7_000072,g7,train,0
G7_006970,g7,train,0
G7_006306,g7,train,0
G7_004457,g7,train,0
G7_000365,g7,train,0
G7_005793,g7,train,0
G7_007088,g7,train,0
G7_003126,g7,train,0
G7_006428,g7,train,0
G7_007010,g7,train,0
G7_000340,g7,train,0
G7_003338,g7,train,0
G7_001365,g7,train,0
G7_006742,g7,train,0
G7_001609,g7,train,0
G7_000514,g7,train,0
G7_003840,g7,train,0
G7_006444,g7,train,0
G7_005016,g7,train,0
G7_000063,g7,train,0
G7_005120,g7,train,0
G7_004966,g7,train,0
G7_000584,g7,train,0
G7_006038,g7,train,0
G7_002683,g7,train,0
G7_003014,g7,train,0
G7_002776,g7,train,0
G7_004666,g7,train,0
G7_001164,g7,train,0
G7_006517,g7,train,0
G7_007055,g7,train,0
G7_005106,g7,train,0
G7_002797,g7,train,0
G7_000344,g7,train,0
G7_007058,g7,train,0
G7_001921,g7,train,0
G7_004605,g7,train,0
G7_007037,g7,train,0
G7_005253,g7,train,0
G7_003487,g7,train,0
G7_005748,g7,train,0
G7_006938,g7,train,0
G7_005051,g7,train,0
G7_002564,g7,train,0
G7_005856,g7,train,0
G7_004276,g7,train,0
G7_004182,g7,train,0
G7_005191,g7,train,0
G7_000012,g7,train,0
G7_003495,g7,train,0
G7_001666,g7,train,0
G7_002812,g7,train,0
G7_001597,g7,train,0
G7_007277,g7,train,0
G7_001930,g7,train,0
G7_006199,g7,train,0
G7_007100,g7,train,0
G7_004580,g7,train,0
G7_004044,g7,train,0
G7_003388,g7,train,0
G7_003396,g7,train,0
G7_006753,g7,train,0
G7_003844,g7,train,0
G7_006282,g7,train,0
G7_002649,g7,train,0
G7_002959,g7,train,0
G7_000441,g7,train,0
G7_003245,g7,train,0
G7_006804,g7,train,0
G7_004723,g7,train,0
G7_005151,g7,train,0
G7_005913,g7,train,0
G7_000671,g7,train,0
G7_006823,g7,train,0
G7_007092,g7,train,0
G7_004997,g7,train,0
G7_006906,g7,train,0
G7_003821,g7,train,0
G7_002107,g7,train,0
G7_002923,g7,train,0
G7_002674,g7,train,0
G7_003220,g7,train,0
G7_005708,g7,train,0
G7_001588,g7,train,0
G7_002778,g7,train,0
G7_003228,g7,train,0
G7_002062,g7,train,0
G7_001622,g7,train,0
G7_005135,g7,train,0
G7_000157,g7,train,0
G7_001089,g7,train,0
G7_007219,g7,train,0
G7_003788,g7,train,0
G7_006022,g7,train,0
